,coordinates,created_at,geo,id,id_str,lang,place,text,user,Country,City,Coordinates
452,,2019-04-12 22:50:07.000,,1.116835918537724e+18,1.116835918537724e+18,es,"{'id': '009b71fa17159ccc', 'url': 'https://api.twitter.com/1.1/geo/id/009b71fa17159ccc.json', 'place_type': 'admin', 'name': 'Canelones', 'full_name': 'Canelones, Uruguay', 'country_code': 'UY', 'country': 'Uruguay', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-56.494047, -34.88039], [-56.494047, -34.207474], [-55.393215, -34.207474], [-55.393215, -34.88039]]]}, 'attributes': {}}",@ChabyRB @MartinP39777865 Ojo también hago SUSHI,"{'id': 1089888658746949632, 'id_str': '1089888658746949632', 'name': 'Darling Long', 'screen_name': 'DarlingLong1', 'location': 'Canelones, Uruguay', 'url': None, 'description': 'Sólo se que no se nada', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1143, 'friends_count': 1337, 'listed_count': 2, 'favourites_count': 12218, 'statuses_count': 7425, 'created_at': 'Mon Jan 28 14:11:20 +0000 2019', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1090185339946315776/LlVS5-ta_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1090185339946315776/LlVS5-ta_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1089888658746949632/1549844626', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",Uruguay,Canelones,"(-56.494047, -34.88039)"
453,,2019-04-12 22:50:25.000,,1.1168359922275246e+18,1.1168359922275246e+18,es,"{'id': 'c8cae3568c523877', 'url': 'https://api.twitter.com/1.1/geo/id/c8cae3568c523877.json', 'place_type': 'city', 'name': 'San Felipe', 'full_name': 'San Felipe, Guanajuato', 'country_code': 'MX', 'country': 'México', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-101.679118, 21.138703], [-101.679118, 21.839972], [-100.834425, 21.839972], [-100.834425, 21.138703]]]}, 'attributes': {}}","Me acabo de comer media sopa, perdon","{'id': 727539529058373632, 'id_str': '727539529058373632', 'name': 'daniela retana', 'screen_name': 'idanielart', 'location': 'Tampico, Tamaulipas', 'url': None, 'description': 'tatuajes / Lic en Negocios Internacionales / amikos/ 1996 / viajar / amar / vivir.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 70, 'friends_count': 476, 'listed_count': 0, 'favourites_count': 774, 'statuses_count': 1679, 'created_at': 'Tue May 03 16:45:15 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'F58EA8', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1115474351502045185/uRmzigzi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1115474351502045185/uRmzigzi_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/727539529058373632/1463686744', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",México,San Felipe,"(-101.679118, 21.138703)"
454,,2019-04-12 22:50:29.000,,1.1168360101873132e+18,1.1168360101873132e+18,es,"{'id': '82ec0ad16adf775e', 'url': 'https://api.twitter.com/1.1/geo/id/82ec0ad16adf775e.json', 'place_type': 'city', 'name': 'Temixco', 'full_name': 'Temixco, Morelos', 'country_code': 'MX', 'country': 'México', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-99.34517, 18.775423], [-99.34517, 18.91787], [-99.202689, 18.91787], [-99.202689, 18.775423]]]}, 'attributes': {}}",@paolastonexxx Te llenaría el año de leche,"{'id': 1075735934300184576, 'id_str': '1075735934300184576', 'name': 'Luis Angel', 'screen_name': 'LuisAng21732338', 'location': 'Morelos, México', 'url': None, 'description': 'me gusta ser complaciente y @Iputona es mi perrita', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 148, 'friends_count': 369, 'listed_count': 0, 'favourites_count': 17452, 'statuses_count': 30814, 'created_at': 'Thu Dec 20 12:53:27 +0000 2018', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1076942584482680832/W1KPVCH1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1076942584482680832/W1KPVCH1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1075735934300184576/1545598094', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",México,Temixco,"(-99.34517, 18.775423)"
455,,2019-04-12 22:50:42.000,,1.1168360664876728e+18,1.1168360664876728e+18,es,"{'id': '5a31f78df98634d6', 'url': 'https://api.twitter.com/1.1/geo/id/5a31f78df98634d6.json', 'place_type': 'admin', 'name': 'Entre Ríos', 'full_name': 'Entre Ríos, Argentina', 'country_code': 'AR', 'country': 'Argentina', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-60.756769, -34.037952], [-60.756769, -30.162823], [-57.797527, -30.162823], [-57.797527, -34.037952]]]}, 'attributes': {}}","Hoy estoy en modo todo me chupa un huevo, ni ganas de soportar ciertas cosas","{'id': 2854893109, 'id_str': '2854893109', 'name': 'Lulu', 'screen_name': 'LuAlvarezzz1', 'location': 'Concepcion del Uruguay', 'url': None, 'description': '19', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 436, 'friends_count': 502, 'listed_count': 0, 'favourites_count': 5774, 'statuses_count': 9074, 'created_at': 'Mon Oct 13 22:00:43 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5ABB5', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': 'F5ABB5', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1108529574852378624/fGey2Du1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1108529574852378624/fGey2Du1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2854893109/1534935367', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",Argentina,Entre Ríos,"(-60.756769, -34.037952)"
456,,2019-04-12 22:50:43.000,,1.1168360710133432e+18,1.1168360710133432e+18,es,"{'id': '0161be1b3f98d6c3', 'url': 'https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', 'place_type': 'city', 'name': 'Bogotá, D.C.', 'full_name': 'Bogotá, D.C., Colombia', 'country_code': 'CO', 'country': 'Colombia', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-74.483289, 3.717432], [-74.483289, 4.807135], [-74.004053, 4.807135], [-74.004053, 3.717432]]]}, 'attributes': {}}","@DanniBj_ Tomar aguardiente en sitio viejo y comer buñuelos, chicharrón y chorizo en el Peregrino. Todo queda en el… https://t.co/33YZMQ1OxN","{'id': 127264550, 'id_str': '127264550', 'name': 'Alejandro Quiñones', 'screen_name': 'alejoqr', 'location': 'Bogotá, Colombia', 'url': None, 'description': 'Economista, Universidad de Los Andes.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 633, 'friends_count': 2259, 'listed_count': 4, 'favourites_count': 5607, 'statuses_count': 12847, 'created_at': 'Sun Mar 28 16:42:16 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/997877145371402240/8njM8AFq_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/997877145371402240/8njM8AFq_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/127264550/1528633919', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",Colombia,"Bogotá, D.C.","(-74.483289, 3.717432)"
457,,2019-04-12 22:50:51.000,,1.1168361020217098e+18,1.1168361020217098e+18,es,"{'id': '00758a48394df3ce', 'url': 'https://api.twitter.com/1.1/geo/id/00758a48394df3ce.json', 'place_type': 'city', 'name': 'Villa Soldati', 'full_name': 'Villa Soldati, Argentina', 'country_code': 'AR', 'country': 'Argentina', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-58.502543, -34.705421], [-58.502543, -34.613843], [-58.389939, -34.613843], [-58.389939, -34.705421]]]}, 'attributes': {}}",No compre para comer xq lucas llegaba temprano a ver que quería comer. Lucas no llegó y no pienso salir tampoco. Arroz o arroz?,"{'id': 915815486, 'id_str': '915815486', 'name': 'romi 🌺', 'screen_name': 'Rominnasoledad', 'location': 'Lugano 1 y 2', 'url': None, 'description': '♡lauti&bruno♡', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 469, 'friends_count': 437, 'listed_count': 0, 'favourites_count': 9752, 'statuses_count': 33324, 'created_at': 'Wed Oct 31 00:35:30 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'ACDED6', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme18/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme18/bg.gif', 'profile_background_tile': False, 'profile_link_color': '038543', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'F6F6F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1114280711626817536/-L35wU_G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1114280711626817536/-L35wU_G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/915815486/1554765689', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",Argentina,Villa Soldati,"(-58.502543, -34.705421)"
458,,2019-04-12 22:51:00.000,,1.1168361397495236e+18,1.1168361397495236e+18,es,"{'id': '6eb95eddb81a6b4b', 'url': 'https://api.twitter.com/1.1/geo/id/6eb95eddb81a6b4b.json', 'place_type': 'city', 'name': 'Benito Juárez', 'full_name': 'Benito Juárez, Quintana Roo', 'country_code': 'MX', 'country': 'México', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-87.322724, 20.734206], [-87.322724, 21.363232], [-86.740605, 21.363232], [-86.740605, 20.734206]]]}, 'attributes': {}}","Nada mejor para mitigar el hambre que unos buenos cortes de picaña, un buen vino y una excelente compañía #churrasqueria #brasil","{'id': 88466393, 'id_str': '88466393', 'name': 'Aleks Hergut', 'screen_name': 'alejandroarte', 'location': 'Cancún Q.Roo', 'url': 'https://www.facebook.com/AleksHergut', 'description': 'Extremadamente feliz! Artista visual, Docente, viviendo sueños y pintando sonrisas! 😎', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 623, 'friends_count': 1086, 'listed_count': 6, 'favourites_count': 1401, 'statuses_count': 5967, 'created_at': 'Sun Nov 08 17:38:56 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '0099B9', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_tile': True, 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '95E8EC', 'profile_text_color': '3C3940', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/992254819468394496/np-MBeKY_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/992254819468394496/np-MBeKY_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/88466393/1413695480', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",México,Benito Juárez,"(-87.322724, 20.734206)"
459,,2019-04-12 22:51:00.000,,1.1168361430672056e+18,1.1168361430672056e+18,es,"{'id': '008be613029d4ca5', 'url': 'https://api.twitter.com/1.1/geo/id/008be613029d4ca5.json', 'place_type': 'city', 'name': 'Viña del Mar', 'full_name': 'Viña del Mar, Chile', 'country_code': 'CL', 'country': 'Chile', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-71.589833, -33.104552], [-71.589833, -32.948163], [-71.441459, -32.948163], [-71.441459, -33.104552]]]}, 'attributes': {}}","Cómo plantar una piña natural, una nueva vida https://t.co/Qi8N0GFvSK via @@ecoinventos","{'id': 2550855192, 'id_str': '2550855192', 'name': 'Marcela.A.Tyrer.S.👾', 'screen_name': 'marce9462', 'location': 'Tyrer Island, Australia', 'url': None, 'description': ""Diseño\nConstrucción\nTengo una JoJo 😽\n\n#ExtinctionRebellion\n#PatagoniaSinSalmoneras\n#NoADominga\n#ElAguaEsUnDerecho\n\nTHERE'S NO PLANET B 🌎"", 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 3066, 'friends_count': 2514, 'listed_count': 125, 'favourites_count': 33354, 'statuses_count': 110327, 'created_at': 'Fri Jun 06 19:55:04 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1116495347650633729/lAzKqfHg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1116495347650633729/lAzKqfHg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2550855192/1554292933', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",Chile,Viña del Mar,"(-71.589833, -33.104552)"
460,,2019-04-12 22:51:07.000,,1.1168361696254566e+18,1.1168361696254566e+18,es,"{'id': '2e0214bf8fffce3e', 'url': 'https://api.twitter.com/1.1/geo/id/2e0214bf8fffce3e.json', 'place_type': 'city', 'name': 'Kita-ku', 'full_name': 'Kita-ku, Okayama', 'country_code': 'JP', 'country': 'Japan', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[133.739451, 34.618703], [133.739451, 34.948925], [133.994635, 34.948925], [133.994635, 34.618703]]]}, 'attributes': {}}","-como extraño unos frijolitos &amp; huevo con chorizo, la machaca 😣 me quiero ir a mi casaaaaaaaaa","{'id': 1584508512, 'id_str': '1584508512', 'name': 'Eleanor', 'screen_name': 'kimba_cv', 'location': 'Japan', 'url': None, 'description': 'hope dealer —meant to impact lives, not live one', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 980, 'friends_count': 198, 'listed_count': 6, 'favourites_count': 3297, 'statuses_count': 24980, 'created_at': 'Thu Jul 11 02:13:36 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': '000000', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/683874347350536192/FlHagQ6Q_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/683874347350536192/FlHagQ6Q_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1584508512/1552750233', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",Japan,Kita-ku,"(133.739451, 34.618703)"
461,,2019-04-12 22:51:12.000,,1.1168361931053384e+18,1.1168361931053384e+18,es,"{'id': '00a961d91f76dde8', 'url': 'https://api.twitter.com/1.1/geo/id/00a961d91f76dde8.json', 'place_type': 'city', 'name': 'Corrientes', 'full_name': 'Corrientes, Argentina', 'country_code': 'AR', 'country': 'Argentina', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-58.855973, -27.537017], [-58.855973, -27.437049], [-58.736291, -27.437049], [-58.736291, -27.537017]]]}, 'attributes': {}}",Desde que me volví vegetariana por obligación empecé a querer más a los coreanos. La cantidad de cosas que pueden h… https://t.co/Gv4H2sxMr4,"{'id': 359528374, 'id_str': '359528374', 'name': 'Miss Chipa ♕\xa0💚', 'screen_name': 'ChimiChipita', 'location': 'Ciudad de Corrientes', 'url': None, 'description': 'Nací en el monte misionero y me crié en el campo correntino. Escribo boludeces gratis. Comunicación Social - Birra - Chipa - Racing \n\n\n• Nada puede malir sal •', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 772, 'friends_count': 817, 'listed_count': 10, 'favourites_count': 15693, 'statuses_count': 21273, 'created_at': 'Sun Aug 21 18:58:16 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'EFCDB7', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': 'E19E90', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': '583441', 'profile_text_color': '825361', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1037370613751537666/D8Buh5qD_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1037370613751537666/D8Buh5qD_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/359528374/1517272627', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",Argentina,Corrientes,"(-58.855973, -27.537017)"
462,,2019-04-12 22:51:19.000,,1.1168362228428308e+18,1.1168362228428308e+18,es,"{'id': '7e9b168aab09e73e', 'url': 'https://api.twitter.com/1.1/geo/id/7e9b168aab09e73e.json', 'place_type': 'city', 'name': 'Rovaniemi', 'full_name': 'Rovaniemi, Finlandia', 'country_code': 'FI', 'country': 'Finlandia', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[24.736771, 66.155374], [24.736771, 67.184522], [27.325444, 67.184522], [27.325444, 66.155374]]]}, 'attributes': {}}","@ZonaAbisal_ Al final de la clase hubo quien nomás nunca agarró ni el ritmo básico de la salsa, Iván. Paso a paso.","{'id': 153615431, 'id_str': '153615431', 'name': 'Diana Rodríguez', 'screen_name': 'Bukanzen', 'location': 'Rovaniemi, Finlandia.', 'url': 'http://miscartasparadante.blogspot.mx/', 'description': 'Un suicidio en cámara lenta. \nフィンランドに引っ越ししたメキシコ人。日本語とフィンランド語を勉強してる。 \nDel norte de México al norte de Finlandia.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 514, 'friends_count': 255, 'listed_count': 3, 'favourites_count': 31098, 'statuses_count': 6139, 'created_at': 'Wed Jun 09 00:58:42 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '1E661A', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme3/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme3/bg.gif', 'profile_background_tile': True, 'profile_link_color': '000000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'E3E2DE', 'profile_text_color': '634047', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1089843223399464960/o9rhSwaV_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1089843223399464960/o9rhSwaV_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/153615431/1547166984', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",Finlandia,Rovaniemi,"(24.736771, 66.155374)"
463,,2019-04-12 22:51:25.000,,1.116836245647315e+18,1.116836245647315e+18,es,"{'id': '523b6f47157f7965', 'url': 'https://api.twitter.com/1.1/geo/id/523b6f47157f7965.json', 'place_type': 'city', 'name': 'La Puebla de Cazalla', 'full_name': 'La Puebla de Cazalla, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.361183, 37.06052], [-5.361183, 37.265351], [-5.198632, 37.265351], [-5.198632, 37.06052]]]}, 'attributes': {}}",@XtianVancouver @marta_99lora  Cuando se le cae a una el baso para atrás y moja a los de piña colada ¡que mala suerte! Pobrecillos 🖕🏽🖕🏽🖕🏽,"{'id': 1691342414, 'id_str': '1691342414', 'name': 'Rocio', 'screen_name': 'rocio_hero99', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 249, 'friends_count': 250, 'listed_count': 1, 'favourites_count': 559, 'statuses_count': 1509, 'created_at': 'Thu Aug 22 15:14:05 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1020716829189320704/hS8fMfIF_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1020716829189320704/hS8fMfIF_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1691342414/1532192829', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,La Puebla de Cazalla,"(-5.361183, 37.06052)"
464,,2019-04-12 22:51:28.000,,1.116836256783184e+18,1.116836256783184e+18,es,"{'id': '01ea8f4d15823d48', 'url': 'https://api.twitter.com/1.1/geo/id/01ea8f4d15823d48.json', 'place_type': 'city', 'name': 'Mercedes', 'full_name': 'Mercedes, Argentina', 'country_code': 'AR', 'country': 'Argentina', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-59.467388, -34.692015], [-59.467388, -34.630341], [-59.399654, -34.630341], [-59.399654, -34.692015]]]}, 'attributes': {}}",tan cierto que me asusta,"{'id': 350604780, 'id_str': '350604780', 'name': 'ქزლعომ    ξїЗ   \U0001f9da🏻\u200d♀️🦄🌈', 'screen_name': 'SeRaFFiNaa', 'location': 'Mercedes', 'url': 'https://www.youtube.com/watch?v=da-kw-jrA8s&list=UUTS5hT6eRBC30C_FqPSUuNA', 'description': 'ChinA de OjOs MoRoChOs #Caprichorniana😁', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 125, 'friends_count': 198, 'listed_count': 0, 'favourites_count': 1674, 'statuses_count': 3740, 'created_at': 'Mon Aug 08 01:34:31 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': 'CF1D4D', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1094326146022416385/QLN8HddB_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1094326146022416385/QLN8HddB_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/350604780/1425953112', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",Argentina,Mercedes,"(-59.467388, -34.692015)"
465,,2019-04-12 22:51:31.000,,1.116836270846677e+18,1.116836270846677e+18,es,"{'id': '018f1cde6bad9747', 'url': 'https://api.twitter.com/1.1/geo/id/018f1cde6bad9747.json', 'place_type': 'city', 'name': 'Ciudad Autónoma de Buenos Aires', 'full_name': 'Ciudad Autónoma de Buenos Aires, Argentina', 'country_code': 'AR', 'country': 'Argentina', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-58.531792, -34.674453], [-58.531792, -34.534177], [-58.353494, -34.534177], [-58.353494, -34.674453]]]}, 'attributes': {}}",@Clau_Su1 Chocolate y crema chantilly,"{'id': 872820721466134528, 'id_str': '872820721466134528', 'name': 'Alicia Contreras', 'screen_name': 'NegriZurman', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 907, 'friends_count': 1001, 'listed_count': 0, 'favourites_count': 38786, 'statuses_count': 31013, 'created_at': 'Thu Jun 08 14:20:51 +0000 2017', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/876523843048886274/368EunKF_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/876523843048886274/368EunKF_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",Argentina,Ciudad Autónoma de Buenos Aires,"(-58.531792, -34.674453)"
