,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categorías
23,23,38,41,2019-04-10 04:52:23.000,1.1158399235616686e+18,1.1158399235616686e+18,es,"{'id': '03bcfc28ab5492ce', 'url': 'https://api.twitter.com/1.1/geo/id/03bcfc28ab5492ce.json', 'place_type': 'city', 'name': 'Argentona', 'full_name': 'Argentona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.356284, 41.53042], [2.356284, 41.59552], [2.426828, 41.59552], [2.426828, 41.53042]]]}, 'attributes': {}}",Fans de DragonBall ¿alguien me podría mostrar el lomo del tomo 9 de db super? Me gustaría saber quien aparece XD,LABIOLEPORINOARTIST,España,Argentona,"(2.356284, 41.53042)",Cataluña,yes,"['lomo', 'ostra']",301.0,2.76,16.48,35.145,128.5,0.0,"['Carnes', 'Productos avicolas']"
24,24,39,42,2019-04-10 05:00:32.000,1.1158419721603564e+18,1.1158419721603564e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",queso con macarrones es mejor,Scamander,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['queso', 'macarrones']",653.0,21.97,43.4,43.71,91.4,1.1,"['Productos lacteos', 'Cereales y derivados']"
25,25,40,43,2019-04-10 05:07:57.000,1.1158438381558744e+18,1.1158438381558744e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",cuando vuestro querido nesquik deje de pertenecer a una marca explotadora me avisáis,Scamander,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['nesquik'],383.0,79.2,3.6,4.8,0.0,7.2,['Dulces']
26,26,42,46,2019-04-10 05:21:56.000,1.1158473578899496e+18,1.1158473578899496e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","@Torren__ 🤦🏻‍♂️ con la pasta que tienen y lo poco inteligentes que son. Llévate a un amigo, el típico que no bebe y… https://t.co/nXflP80Q0c",Guly,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,['Cereales y derivados']
27,27,46,50,2019-04-10 05:37:26.000,1.1158512614741484e+18,1.1158512614741484e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Estupenda cena en @canadio1010. Espectaculares la porrusalda y la berenjena. en LaBien Aparecida https://t.co/E9OLX0Xxrh,Carmen,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['berenjena'],299.0,2.7,31.9,1.2,0.0,2.9,['Vegetales']
28,28,48,55,2019-04-10 05:42:55.000,1.1158526381495951e+18,1.1158526381495951e+18,es,"{'id': '5049c7f4a4d04b42', 'url': 'https://api.twitter.com/1.1/geo/id/5049c7f4a4d04b42.json', 'place_type': 'city', 'name': 'Humanes de Madrid', 'full_name': 'Humanes de Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.853574, 40.227078], [-3.853574, 40.277452], [-3.796185, 40.277452], [-3.796185, 40.227078]]]}, 'attributes': {}}","Todos los #Miércoles estamos que lo tiramos ...
Pide tu #pizza mediana de 1 ingrediente a elegir por tan sólo 6€
Sí… https://t.co/VozxEGoJ02",name,España,Humanes de Madrid,"(-3.853574, 40.227078)",Madrid,yes,"['pizza', 'coles']",513.0,24.74,10.7,12.5,16.0,5.9,"['Comida rapida', 'Vegetales']"
29,29,50,57,2019-04-10 05:44:00.000,1.115852912176042e+18,1.115852912176042e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",¿Cuál es el secreto de la mejor tarta de queso? https://t.co/42w0M4wq9U vía @el_pais,Ana,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['queso', 'tarta']",851.0,49.71,54.2,40.97000000000001,175.7,1.2,"['Productos lacteos', 'Dulces']"
30,30,54,63,2019-04-10 05:53:04.000,1.11585519460719e+18,1.11585519460719e+18,es,"{'id': '85b2c1338bc1b3ac', 'url': 'https://api.twitter.com/1.1/geo/id/85b2c1338bc1b3ac.json', 'place_type': 'city', 'name': 'Torrejón de la Calzada', 'full_name': 'Torrejón de la Calzada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.821434, 40.174796], [-3.821434, 40.222561], [-3.7783160000000002, 40.222561], [-3.7783160000000002, 40.174796]]]}, 'attributes': {}}","A todos nos gusta la #pizza, éso es obvio, ahora lo de ver una #bicicleta e imaginar que en lugar de ruedas lleva… https://t.co/3chCd0boiA",name,España,Torrejón de la Calzada,"(-3.821434, 40.174796)",Madrid,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida']
31,31,56,65,2019-04-10 05:58:24.000,1.1158565379044024e+18,1.1158565379044024e+18,es,"{'id': '590e9f3315ea23a7', 'url': 'https://api.twitter.com/1.1/geo/id/590e9f3315ea23a7.json', 'place_type': 'city', 'name': 'Santander', 'full_name': 'Santander, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889051, 43.434462], [-3.889051, 43.494818], [-3.763247, 43.494818], [-3.763247, 43.434462]]]}, 'attributes': {}}","@Mara_1462 @antoniofcobo @ReginoMateo Buenos días chicos, ostras, pensé que no me había despertado y tenia una pesadilla!!",Belen,España,Santander,"(-3.889051, 43.434462)",Cantabria,yes,"['ostras', 'ostra']",128.0,5.52,4.42,16.285,107.0,0.0,"['Pescado, moluscos y marisco', 'Productos avicolas']"
32,32,57,66,2019-04-10 05:58:30.000,1.1158565626004644e+18,1.1158565626004644e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@ivanedlm Que se puede pensar del piojoso y pito de mierda dd Este pavo. Ahora vas y se envuelve en el trapo. #VOXALAMIERDA,Unoquenosabe,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['pavo'],119.0,0.0,2.86,21.77,65.0,0.0,['Productos avicolas']
33,33,63,75,2019-04-10 06:10:23.000,1.1158595512350024e+18,1.1158595512350024e+18,es,"{'id': '0a228ec2c44f00e3', 'url': 'https://api.twitter.com/1.1/geo/id/0a228ec2c44f00e3.json', 'place_type': 'city', 'name': 'Camargo', 'full_name': 'Camargo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.924195, 43.375167], [-3.924195, 43.444342], [-3.803984, 43.444342], [-3.803984, 43.375167]]]}, 'attributes': {}}",@pat10mil @Soni_bo El año pasado me dio por desayunar echando miel al café con leche al desayunar. En invierno miel… https://t.co/jsPbWx14T1,J,España,Camargo,"(-3.924195, 43.375167)",Cantabria,yes,"['leche', 'miel']",380.0,81.5,3.8,3.56,14.0,0.0,"['Productos lacteos', 'Dulces']"
34,34,64,76,2019-04-10 06:15:48.000,1.1158609165354762e+18,1.1158609165354762e+18,es,"{'id': 'b08c4a02bf92f4a1', 'url': 'https://api.twitter.com/1.1/geo/id/b08c4a02bf92f4a1.json', 'place_type': 'city', 'name': 'Molina de Aragón', 'full_name': 'Molina de Aragón, Spain', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.9275129999999998, 40.803014], [-1.9275129999999998, 40.945363], [-1.7070159999999999, 40.945363], [-1.7070159999999999, 40.803014]]]}, 'attributes': {}}","#eligefisioterapia #choosePTfirst Lo siento Emiliete, me lo has puesto a huevo xD",María,Spain,Molina de Aragón,"(-1.9275129999999998, 40.803014)",Castilla la Mancha,yes,['huevo'],150.0,0.3,11.1,12.5,385.0,0.0,['Productos lacteos']
