,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categorías
10,10,16,17,2019-04-14 00:42:38.000,1.1172266236008572e+18,1.1172266236008572e+18,es,"{'id': 'ea520f3528c9b3e4', 'url': 'https://api.twitter.com/1.1/geo/id/ea520f3528c9b3e4.json', 'place_type': 'admin', 'name': 'Madrid', 'full_name': 'Madrid, Comunidad de Madrid', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.579175, 39.884537], [-4.579175, 41.164911], [-3.053132, 41.164911], [-3.053132, 39.884537]]]}, 'attributes': {}}","Buena TF de DoubleLift.
Si estás vegetal en una camilla de hospital de hecho es una TF cojonuda",Nachette,España,Madrid,"(-4.579175, 39.884537)",Madrid,yes,['vegetal'],135.0,8.61,11.55,1.49,0.0,3.1,['Vegetales']
11,11,17,18,2019-04-14 00:45:52.000,1.117227434569601e+18,1.117227434569601e+18,es,"{'id': '1ed928d2968a7085', 'url': 'https://api.twitter.com/1.1/geo/id/1ed928d2968a7085.json', 'place_type': 'city', 'name': 'Moncada', 'full_name': 'Moncada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.42661499999999997, 39.526269], [-0.42661499999999997, 39.59966], [-0.373564, 39.59966], [-0.373564, 39.526269]]]}, 'attributes': {}}","Infinity War is the best crossover ever...

Pues porque no habéis visto eso... Es una paella murciana, pizza, torti… https://t.co/iSIskkOTZ1",La,España,Moncada,"(-0.42661499999999997, 39.526269)",Comunidad Valenciana,yes,"['pizza', 'paella']",650.0,39.64,15.54,20.57,60.81,2.2,"['Comida rapida', 'Cereales y derivados']"
12,12,20,21,2019-04-14 00:54:52.000,1.1172297016118354e+18,1.1172297016118354e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@lagentuzadeaqui Q hay q votar con pasta... 🤣 🤣 🤣 🤣 🤣 QUE les den vamos y mucho... 🤣,Elena,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,['Cereales y derivados']
13,13,21,22,2019-04-14 00:55:39.000,1.117229896575664e+18,1.117229896575664e+18,es,"{'id': '910495785831d06f', 'url': 'https://api.twitter.com/1.1/geo/id/910495785831d06f.json', 'place_type': 'city', 'name': 'Mijas', 'full_name': 'Mijas, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.7764109999999995, 36.486301], [-4.7764109999999995, 36.625547], [-4.592122, 36.625547], [-4.592122, 36.486301]]]}, 'attributes': {}}",¡Qué fuerte el golpe de la tarta!¡Si tuviera repercusión! ¡Vaya Concurso...!¡Qué crueldad divertirse con el dolor d… https://t.co/hysGm0aALI,Martin,España,Mijas,"(-4.7764109999999995, 36.486301)",Andalucía,yes,['tarta'],401.0,49.2,20.2,5.2,101.3,1.2,['Dulces']
14,14,22,23,2019-04-14 00:57:30.000,1.1172303631290737e+18,1.1172303631290737e+18,es,"{'id': 'e88681ebd19bf4f7', 'url': 'https://api.twitter.com/1.1/geo/id/e88681ebd19bf4f7.json', 'place_type': 'city', 'name': 'Tomares', 'full_name': 'Tomares, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.063505, 37.358041], [-6.063505, 37.381903], [-6.02251, 37.381903], [-6.02251, 37.358041]]]}, 'attributes': {}}",@ElenPelopollen Churra es q te dicen q eres pizza si te duchas por la mañana y te gusta el verde sabes,vasilanduki,España,Tomares,"(-6.063505, 37.358041)",Andalucía,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida']
15,15,23,24,2019-04-14 00:58:41.000,1.1172306609708484e+18,1.1172306609708484e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}","Entonces. Me podéis venir con polladas diversas, pero no con ese cuento. ¿Que os duele que os vean como carne?
Jode… https://t.co/uhbBI7F1Hu",D,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,['carne'],80.75,0.0,8.0,22.1,66.7,0.0,['Carnes']
16,16,26,27,2019-04-14 01:10:57.000,1.1172337486915624e+18,1.1172337486915624e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}",Y si voy a por un vaso de leche calentita más filipinos de chocolate blanco????,Ms,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,"['leche', 'chocolate']",336.33,63.93,34.33,10.35,34.0,0.53,"['Productos lacteos', 'Dulces']"
17,17,27,28,2019-04-14 01:14:18.000,1.117234590836568e+18,1.117234590836568e+18,es,"{'id': '37e754d0754260ac', 'url': 'https://api.twitter.com/1.1/geo/id/37e754d0754260ac.json', 'place_type': 'city', 'name': 'Salamanca', 'full_name': 'Salamanca, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.735855, 40.914417], [-5.735855, 40.994337], [-5.622439, 40.994337], [-5.622439, 40.914417]]]}, 'attributes': {}}",@mikemoratinos Qué tal el vino?,José,España,Salamanca,"(-5.735855, 40.914417)",Castilla y León,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,['Bebidas Alcoholicas']
18,18,30,32,2019-04-14 01:27:45.000,1.1172379782403564e+18,1.1172379782403564e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Pero cuanto aceite para un solo huevo, normal que reviente XD",J,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['huevo', 'aceite']",592.0,0.3,111.1,12.5,385.0,0.0,"['Productos lacteos', 'Grasas y aceites']"
19,19,31,33,2019-04-14 01:30:54.000,1.1172387692356568e+18,1.1172387692356568e+18,es,"{'id': 'cd35bfb2ebe22959', 'url': 'https://api.twitter.com/1.1/geo/id/cd35bfb2ebe22959.json', 'place_type': 'city', 'name': 'Arucas', 'full_name': 'Arucas, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-15.562471, 28.082205], [-15.562471, 28.155204], [-15.482832, 28.155204], [-15.482832, 28.082205]]]}, 'attributes': {}}",Recordaré no mezclar vino blanco y un chupito de tequila de chocolate 🤢🥴,Javivivega,España,Arucas,"(-15.562471, 28.082205)",Islas Canarias,yes,"['vino', 'chocolate']",342.33,59.53,30.53,7.52,20.0,0.53,"['Bebidas Alcoholicas', 'Dulces']"
20,20,32,34,2019-04-14 01:34:06.000,1.1172395760604732e+18,1.1172395760604732e+18,es,"{'id': '7b54c3a7a77cd125', 'url': 'https://api.twitter.com/1.1/geo/id/7b54c3a7a77cd125.json', 'place_type': 'city', 'name': 'Guadalajara', 'full_name': 'Guadalajara, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.313641, 40.460715], [-3.313641, 40.770062], [-2.981278, 40.770062], [-2.981278, 40.460715]]]}, 'attributes': {}}",Cuando hago pasta y echo un poco más para el perro😂😂,Carool,España,Guadalajara,"(-3.313641, 40.460715)",Castilla la Mancha,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,['Cereales y derivados']
21,21,33,35,2019-04-14 01:35:43.000,1.1172399813770322e+18,1.1172399813770322e+18,es,"{'id': '97569bae537efdb3', 'url': 'https://api.twitter.com/1.1/geo/id/97569bae537efdb3.json', 'place_type': 'city', 'name': 'Ponferrada', 'full_name': 'Ponferrada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.7129639999999995, 42.385192], [-6.7129639999999995, 42.613003], [-6.407664, 42.613003], [-6.407664, 42.385192]]]}, 'attributes': {}}","@GrupoRisaCOPE 
Los triángulos y los cuernos (rellenos de chocolate de verdad, no como ahora, que echan Nocilla a t… https://t.co/M2RG41Y0MV",Frco,España,Ponferrada,"(-6.7129639999999995, 42.385192)",Castilla y León,yes,"['chocolate', 'Nocilla']",821.3299999999998,179.23,94.53,11.79,20.0,2.33,"['Dulces', 'Grasas y aceites']"
22,22,34,36,2019-04-14 01:43:54.000,1.1172420420007812e+18,1.1172420420007812e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}",Tengo agujetas en los gemelos y no sé de qué. Si no he hecho ni el huevo.,D,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,['huevo'],150.0,0.3,11.1,12.5,385.0,0.0,['Productos lacteos']
23,23,35,37,2019-04-14 01:47:00.000,1.1172428205013524e+18,1.1172428205013524e+18,es,"{'id': 'cd43ea85d651af92', 'url': 'https://api.twitter.com/1.1/geo/id/cd43ea85d651af92.json', 'place_type': 'city', 'name': 'Bilbao', 'full_name': 'Bilbao, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.98601, 43.213654], [-2.98601, 43.290145], [-2.880325, 43.290145], [-2.880325, 43.213654]]]}, 'attributes': {}}","@Anouska19 Carmen tenia que haberse agachado,al ver que iva hacia ella la tarta,creo yo",Anouska,España,Bilbao,"(-2.98601, 43.213654)",Pais Vasco,yes,['tarta'],401.0,49.2,20.2,5.2,101.3,1.2,['Dulces']
24,24,36,38,2019-04-14 01:49:47.000,1.1172435229928244e+18,1.1172435229928244e+18,es,"{'id': 'c38684a7e6a66610', 'url': 'https://api.twitter.com/1.1/geo/id/c38684a7e6a66610.json', 'place_type': 'city', 'name': 'Huesca', 'full_name': 'Huesca, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.517874, 42.027978], [-0.517874, 42.24508], [-0.336818, 42.24508], [-0.336818, 42.027978]]]}, 'attributes': {}}","@Begomix @gamalfer Y dicho esto, EL ALBARIÑO, que no es vino blanco, es albariño.
Y el jamón con hambre. Nasnoches.",Lady,España,Huesca,"(-0.517874, 42.027978)",Aragón,yes,"['jamón', 'vino']",390.0,0.5,22.6,29.03,84.0,0.0,"['Carnes', 'Bebidas Alcoholicas']"
25,25,38,40,2019-04-14 02:16:11.000,1.1172501641195438e+18,1.1172501641195438e+18,es,"{'id': 'ea520f3528c9b3e4', 'url': 'https://api.twitter.com/1.1/geo/id/ea520f3528c9b3e4.json', 'place_type': 'admin', 'name': 'Madrid', 'full_name': 'Madrid, Comunidad de Madrid', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.579175, 39.884537], [-4.579175, 41.164911], [-3.053132, 41.164911], [-3.053132, 39.884537]]]}, 'attributes': {}}","Ni el huevo, como siempre https://t.co/zHRdCINRf4",,España,Madrid,"(-4.579175, 39.884537)",Madrid,yes,['huevo'],150.0,0.3,11.1,12.5,385.0,0.0,['Productos lacteos']
26,26,39,41,2019-04-14 02:22:34.000,1.1172517728280822e+18,1.1172517728280822e+18,es,"{'id': 'c52827ebd9bfe563', 'url': 'https://api.twitter.com/1.1/geo/id/c52827ebd9bfe563.json', 'place_type': 'city', 'name': 'Jerez de la Frontera', 'full_name': 'Jerez de la Frontera, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.306111, 36.516968], [-6.306111, 36.864413], [-5.455137, 36.864413], [-5.455137, 36.516968]]]}, 'attributes': {}}","Si esta chavala que odia los filipinos blancos y le gusta la tortilla con cebolla lo ha podido conseguir, nosotros… https://t.co/4Gpd4kFe3i",Pabloo,España,Jerez de la Frontera,"(-6.306111, 36.516968)",Andalucía,yes,"['cebolla', 'tortilla']",196.0,5.7,12.28,15.725,350.0,1.8,"['Vegetales', 'Productos avícolas']"
27,27,40,42,2019-04-14 02:35:18.000,1.1172549739794924e+18,1.1172549739794924e+18,es,"{'id': 'dd5ca53bdb47a1cb', 'url': 'https://api.twitter.com/1.1/geo/id/dd5ca53bdb47a1cb.json', 'place_type': 'city', 'name': 'Toledo', 'full_name': 'Toledo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.179635, 39.810555], [-4.179635, 39.925092], [-3.8147919999999997, 39.925092], [-3.8147919999999997, 39.810555]]]}, 'attributes': {}}",@eylixn Y full salsita de ajo 🤗😍,Miguel,España,Toledo,"(-4.179635, 39.810555)",Castilla la Mancha,yes,['ajo'],98.33,37.66,0.51,9.39,0.0,3.91,['Vegetales']
28,28,41,43,2019-04-14 02:39:23.000,1.1172560050610872e+18,1.1172560050610872e+18,es,"{'id': 'dbf989427f114112', 'url': 'https://api.twitter.com/1.1/geo/id/dbf989427f114112.json', 'place_type': 'city', 'name': 'Alcorcón', 'full_name': 'Alcorcón, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.879085, 40.324045], [-3.879085, 40.402915], [-3.788113, 40.402915], [-3.788113, 40.324045]]]}, 'attributes': {}}",@dulciperra Con lo que mola pelar mandarinas por dios,Mugiwara,España,Alcorcón,"(-3.879085, 40.324045)",Madrid,yes,['mandarinas'],40.0,18.0,0.0,0.8,0.0,1.9,['Frutas']
29,29,44,47,2019-04-14 02:42:24.000,1.1172567629467238e+18,1.1172567629467238e+18,es,"{'id': '2afe3164f39d1b83', 'url': 'https://api.twitter.com/1.1/geo/id/2afe3164f39d1b83.json', 'place_type': 'city', 'name': 'Valladolid', 'full_name': 'Valladolid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.928146, 41.523108], [-4.928146, 41.815553], [-4.630882, 41.815553], [-4.630882, 41.523108]]]}, 'attributes': {}}",@Merlin_oscuro Ahora voy a desayunar jajaja ponme ..ponme todo perra  jaja digo un cafe con una cruasán  jajaj,Xeni,España,Valladolid,"(-4.928146, 41.523108)",Castilla y León,yes,['cafe'],38.0,2.45,2.3654,1.7,8.0,0.0,['Bebidas']
30,30,45,48,2019-04-14 03:08:15.000,1.1172632693608038e+18,1.1172632693608038e+18,es,"{'id': '2afe3164f39d1b83', 'url': 'https://api.twitter.com/1.1/geo/id/2afe3164f39d1b83.json', 'place_type': 'city', 'name': 'Valladolid', 'full_name': 'Valladolid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.928146, 41.523108], [-4.928146, 41.815553], [-4.630882, 41.815553], [-4.630882, 41.523108]]]}, 'attributes': {}}","De pequeña no dormia por el coco y ahora no duermo por la coca ( chiste) 
Mal pensados jajajajjajajaja",Xeni,España,Valladolid,"(-4.928146, 41.523108)",Castilla y León,yes,['coco'],373.0,15.2,33.5,3.3,0.0,9.0,['Frutas']
31,31,47,50,2019-04-14 03:14:27.000,1.117264827590828e+18,1.117264827590828e+18,es,"{'id': '4742abc0e2abed75', 'url': 'https://api.twitter.com/1.1/geo/id/4742abc0e2abed75.json', 'place_type': 'city', 'name': 'Chiclana de la Frontera', 'full_name': 'Chiclana de la Frontera, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.214172, 36.3305], [-6.214172, 36.471878], [-5.995118, 36.471878], [-5.995118, 36.3305]]]}, 'attributes': {}}",El putito Chilly de menta.,Cris,España,Chiclana de la Frontera,"(-6.214172, 36.3305)",Andalucía,yes,['menta'],44.0,5.3,0.73,3.8,0.0,6.8,['Hierbas y especias']
32,32,49,54,2019-04-14 03:26:08.000,1.1172677679447328e+18,1.1172677679447328e+18,es,"{'id': 'cd35bfb2ebe22959', 'url': 'https://api.twitter.com/1.1/geo/id/cd35bfb2ebe22959.json', 'place_type': 'city', 'name': 'Arucas', 'full_name': 'Arucas, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-15.562471, 28.082205], [-15.562471, 28.155204], [-15.482832, 28.155204], [-15.482832, 28.082205]]]}, 'attributes': {}}",Después de diez copas de vino quien me mete en la xama?,Javivivega,España,Arucas,"(-15.562471, 28.082205)",Islas Canarias,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,['Bebidas Alcoholicas']
33,33,50,55,2019-04-14 03:28:25.000,1.1172683440491644e+18,1.1172683440491644e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","Buenos días 🌸🍫🌸
.
🍫🍫🍫 chocolates!
.
.
#chocolate #chocolat #chocolatecake #chocolates #chocolovers #pastry… https://t.co/8WST8SasqC",Rafa,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,['Dulces']
34,34,51,56,2019-04-14 03:38:34.000,1.117270898606842e+18,1.117270898606842e+18,es,"{'id': 'cd43ea85d651af92', 'url': 'https://api.twitter.com/1.1/geo/id/cd43ea85d651af92.json', 'place_type': 'city', 'name': 'Bilbao', 'full_name': 'Bilbao, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.98601, 43.213654], [-2.98601, 43.290145], [-2.880325, 43.290145], [-2.880325, 43.213654]]]}, 'attributes': {}}","@IngridTumtum @MikeKolatschek Pero para nada. No es ni arroz con cosas, son más bien cosas con un poco de arroz",ZombiQuotes,España,Bilbao,"(-2.98601, 43.213654)",Pais Vasco,yes,['arroz'],387.0,172.0,0.9,7.0,0.0,0.2,['Cereales y derivados']
