,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categorías
10,10,21,22,2019-04-11 08:37:51.000,1.1162590515942932e+18,1.1162590515942932e+18,es,"{'id': '590e9f3315ea23a7', 'url': 'https://api.twitter.com/1.1/geo/id/590e9f3315ea23a7.json', 'place_type': 'city', 'name': 'Santander', 'full_name': 'Santander, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889051, 43.434462], [-3.889051, 43.494818], [-3.763247, 43.494818], [-3.763247, 43.434462]]]}, 'attributes': {}}","Sólo les interesa sacar la pasta, la difusión de la ciencia les importa una mierda.",Antonino,España,Santander,"(-3.889051, 43.434462)",Cantabria,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,['Cereales y derivados']
11,11,25,26,2019-04-11 08:42:07.000,1.1162601240652596e+18,1.1162601240652596e+18,es,"{'id': 'e4c8141b6f796615', 'url': 'https://api.twitter.com/1.1/geo/id/e4c8141b6f796615.json', 'place_type': 'city', 'name': 'Casas de Fernando Alonso', 'full_name': 'Casas de Fernando Alonso, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-2.373661, 39.311761], [-2.373661, 39.38371], [-2.293647, 39.38371], [-2.293647, 39.311761]]]}, 'attributes': {}}",@inesseegovia 2° el lunes dejo de vender carne de cerdo ahora de dragón https://t.co/KvQomFY0mo,Juan,España,Casas de Fernando Alonso,"(-2.373661, 39.311761)",Castilla la Mancha,yes,"['carne', 'cerdo', 'carne de cerdo']",622.75,0.0,42.08,76.78,246.7,0.0,"['Carnes', 'Carnes', 'Carnes']"
12,12,26,27,2019-04-11 08:42:39.000,1.1162602571588444e+18,1.1162602571588444e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@ReturnsZooro Lo del cocido me interesa 🙄,E,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['cocido'],202.0,7.69,12.07,15.16,47.0,1.6,['Carnes']
13,13,30,31,2019-04-11 08:48:21.000,1.1162616921309102e+18,1.1162616921309102e+18,es,"{'id': 'd16c1b8ae1635978', 'url': 'https://api.twitter.com/1.1/geo/id/d16c1b8ae1635978.json', 'place_type': 'city', 'name': 'A Coruña', 'full_name': 'A Coruña, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.471284, 43.301377], [-8.471284, 43.389945], [-8.374342, 43.389945], [-8.374342, 43.301377]]]}, 'attributes': {}}",@Mariiete_95 @pccomponentes Y cuánto valen las chuches? Es para saber si compensa... el detalle de los cascos no está mal la verdad... 😅🤣🤣,Marco,España,A Coruña,"(-8.471284, 43.301377)",Galicia,yes,['chuches'],389.0,190.0,0.0,0.4,0.0,0.0,['Dulces']
14,14,31,32,2019-04-11 08:48:43.000,1.116261786414719e+18,1.116261786414719e+18,es,"{'id': '00ab08eef1b62e92', 'url': 'https://api.twitter.com/1.1/geo/id/00ab08eef1b62e92.json', 'place_type': 'city', 'name': 'Las Palmas de Gran Canaria', 'full_name': 'Las Palmas de Gran Canaria, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-15.525504, 28.024813], [-15.525504, 28.181213], [-15.394194, 28.181213], [-15.394194, 28.024813]]]}, 'attributes': {}}","@adrianayujuju @Checo500 @Nuver85 No tienen ni a un candidato l candidata que sea medianamente normal
 No les pidas peras al olmo.",Shark,España,Las Palmas de Gran Canaria,"(-15.525504, 28.024813)",Islas Canarias,yes,['peras'],90.0,21.2,0.0,0.8,0.0,4.6,['Frutas']
15,15,32,35,2019-04-11 08:51:59.000,1.116262609341354e+18,1.116262609341354e+18,es,"{'id': 'cb667f4c8461d165', 'url': 'https://api.twitter.com/1.1/geo/id/cb667f4c8461d165.json', 'place_type': 'city', 'name': 'Puente Genil', 'full_name': 'Puente Genil, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.849723, 37.328859], [-4.849723, 37.482298], [-4.676605, 37.482298], [-4.676605, 37.328859]]]}, 'attributes': {}}",@AceiteOrujo Depositos de aceite de orujo para llevar a la refinadora #Oriva https://t.co/CYN69wHYdb,Óleo,España,Puente Genil,"(-4.849723, 37.328859)",Andalucía,yes,['aceite'],442.0,0.0,100.0,0.0,0.0,0.0,['Grasas y aceites']
16,16,34,37,2019-04-11 08:52:44.000,1.1162627971874734e+18,1.1162627971874734e+18,es,"{'id': 'f33076431b70b3a3', 'url': 'https://api.twitter.com/1.1/geo/id/f33076431b70b3a3.json', 'place_type': 'city', 'name': 'Osuna', 'full_name': 'Osuna, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.274768, 37.080994], [-5.274768, 37.39277], [-4.965451, 37.39277], [-4.965451, 37.080994]]]}, 'attributes': {}}",Ayer me comí el jamón que quedaba y hoy no tengo para desayunar :(,Srta,España,Osuna,"(-5.274768, 37.080994)",Andalucía,yes,['jamón'],319.0,0.2,22.6,28.8,84.0,0.0,['Carnes']
17,17,35,39,2019-04-11 08:57:33.000,1.1162640089554534e+18,1.1162640089554534e+18,es,"{'id': 'd16c1b8ae1635978', 'url': 'https://api.twitter.com/1.1/geo/id/d16c1b8ae1635978.json', 'place_type': 'city', 'name': 'A Coruña', 'full_name': 'A Coruña, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.471284, 43.301377], [-8.471284, 43.389945], [-8.374342, 43.389945], [-8.374342, 43.301377]]]}, 'attributes': {}}",@Erosjmb @mochoruner @aena Por esa regla de tres cuando alguien me pida un cafecito templado con leche de soja y sa… https://t.co/md9mbRjYrN,iko,España,A Coruña,"(-8.471284, 43.301377)",Galicia,yes,"['cafe', 'leche', 'soja']",454.0,16.8534,24.7904,40.66,22.0,15.7,"['Bebidas', 'Productos lacteos', 'Legumbres']"
18,18,36,40,2019-04-11 08:57:38.000,1.1162640285008324e+18,1.1162640285008324e+18,es,"{'id': 'db3ae73fb88e93d8', 'url': 'https://api.twitter.com/1.1/geo/id/db3ae73fb88e93d8.json', 'place_type': 'city', 'name': 'Marbella', 'full_name': 'Marbella, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.014957, 36.459841], [-5.014957, 36.555149], [-4.730868, 36.555149], [-4.730868, 36.459841]]]}, 'attributes': {}}",Galletas de espelta. 🖤,Nora,España,Marbella,"(-5.014957, 36.459841)",Andalucía,yes,['Galletas'],483.0,64.31,21.77,6.76,50.17,3.21,['Dulces']
19,19,40,44,2019-04-11 08:59:33.000,1.1162645126410158e+18,1.1162645126410158e+18,es,"{'id': 'c9813d7bd901ad0c', 'url': 'https://api.twitter.com/1.1/geo/id/c9813d7bd901ad0c.json', 'place_type': 'city', 'name': 'Majadahonda', 'full_name': 'Majadahonda, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.945024, 40.441901], [-3.945024, 40.501588], [-3.834244, 40.501588], [-3.834244, 40.441901]]]}, 'attributes': {}}",#menúdeldía 1.Espaguetis diabla o flautas de ternera 2.Tinga de pollo o #tacos del mercado #centralmexicana,Central,España,Majadahonda,"(-3.945024, 40.441901)",Madrid,yes,"['pollo', 'ternera']",388.0,0.0,21.03,49.4,206.0,0.0,"['Productos avicolas', 'Carnes']"
20,20,41,45,2019-04-11 09:01:31.000,1.1162650048173752e+18,1.1162650048173752e+18,es,"{'id': '2afe3164f39d1b83', 'url': 'https://api.twitter.com/1.1/geo/id/2afe3164f39d1b83.json', 'place_type': 'city', 'name': 'Valladolid', 'full_name': 'Valladolid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.928146, 41.523108], [-4.928146, 41.815553], [-4.630882, 41.815553], [-4.630882, 41.523108]]]}, 'attributes': {}}","Novedades! Novedades!
Desde hoy mismo puedes probar nuestro nuevo café: ""mokaccino"" con doble dosis de chocolate...… https://t.co/3rOzSvcnCZ",CafeElPaquidermo,España,Valladolid,"(-4.928146, 41.523108)",Castilla y León,yes,['chocolate'],271.33,59.23,30.53,7.29,20.0,0.53,['Dulces']
21,21,43,47,2019-04-11 09:03:00.000,1.1162653802243604e+18,1.1162653802243604e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","Nuestra sala de espera está pensada sólo para que te sientas  lo mejor posible, quieres un cafe? O prefieres un ref… https://t.co/6DnyH8jkLd",Clínica,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['cafe'],38.0,2.45,2.3654,1.7,8.0,0.0,['Bebidas']
22,22,45,49,2019-04-11 09:03:17.000,1.1162654525551862e+18,1.1162654525551862e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","Dime que escuchas o lees, y te dire a quien votas.
Ni CIS ni pollas en vinagre.",HARRY,España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana,yes,['vinagre'],4.0,0.6,0.0,0.4,0.0,0.0,['Salsas']
23,23,46,50,2019-04-11 09:05:34.000,1.1162660264324384e+18,1.1162660264324384e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}","@GobernoAlem La liga, la Champions, la copa del rey, las copas que se toman, la paella del domingo, GH, MHYV, si la… https://t.co/f8ZUnzNcij",CapitanRepública,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,['paella'],173.0,17.44,5.74,12.37,44.81,0.5,['Cereales y derivados']
24,24,48,52,2019-04-11 09:06:10.000,1.1162661766430638e+18,1.1162661766430638e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",@Almiu_ pensaba que era una pizza mal hecha ahí con los champiñones y el jamón wtf jsjsjjjj,,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['pizza', 'jamón', 'champiñones', 'piñones']",1505.0,38.4,95.31,52.8,100.0,6.1,"['Comida rapida', 'Carnes', 'Vegetales', 'Frutos secos']"
25,25,49,53,2019-04-11 09:07:08.000,1.1162664190864015e+18,1.1162664190864015e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Último día de feria y probando Tablas de quesos con #valdeon @grupo_albe #valdeoncheese #queso #gourmet en Ifema- F… https://t.co/DZUIu6qqWb,Queso,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['queso'],450.0,0.51,34.0,35.77,74.4,0.0,['Productos lacteos']
26,26,50,54,2019-04-11 09:07:18.000,1.1162664614824305e+18,1.1162664614824305e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}","CASA DANI en el Mercado de la Paz. Uno de los mejores pintxos de tortilla de Madrid, sino EL MEJOR. Brutal! 🔝🔝🔝… https://t.co/dq9R45EnL6",pajarrraaaaco,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['tortilla'],170.0,0.4,12.28,14.6,350.0,0.0,['Productos avícolas']
27,27,52,56,2019-04-11 09:08:56.000,1.116266874394878e+18,1.116266874394878e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Estoy a punto de hacer una locura. Voy a bajar a comprarme un aguacate. La vida sin ellos se me hace más bola de lo normal.,Srta,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['aguacate'],137.0,0.4,12.0,1.5,0.0,6.3,['Vegetales']
28,28,53,57,2019-04-11 09:10:12.000,1.1162671915387249e+18,1.1162671915387249e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}","@Pakitina8 @nonocp No sé el sitio, pero habrá que buscarlo, sobre todo por la crema ... parece que es suave y que h… https://t.co/gvbFSZNXnV",Francis,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,['crema'],159.0,22.3,5.36,4.9,120.0,0.3,['Productos lacteos']
29,29,54,58,2019-04-11 09:11:03.000,1.1162674051462472e+18,1.1162674051462472e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}","Nuestra última incorporación, va dedicada a los amantes de la cerveza !!
Ven a probarla !!
#cervezafria #cerveza… https://t.co/IzVT7UjJpb",Marisqueria,España,Málaga,"(-4.587928, 36.635585)",Andalucía,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,['Bebidas Alcoholicas']
30,30,55,59,2019-04-11 09:11:35.000,1.1162675404670688e+18,1.1162675404670688e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@ElenaSweety2 Yo quiero barra libre de cerveza no le pido nada más a la vida.,E,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['cerveza'],42.0,3.12,0.0,0.5,0.0,0.0,['Bebidas Alcoholicas']
31,31,58,62,2019-04-11 09:13:56.000,1.1162681303372718e+18,1.1162681303372718e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Nos metemos en harina!! 16 chefs (10 estrellas michelín) lanzan hoy la VII edición de #SoulFoodNights. Cocinarán en… https://t.co/kKFCfEamo6,Acción,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['harina'],333.0,71.5,0.0,10.0,0.0,3.5,['Cereales y derivados']
32,32,60,64,2019-04-11 09:17:02.000,1.1162689125791744e+18,1.1162689125791744e+18,es,"{'id': '387b00909c2e7031', 'url': 'https://api.twitter.com/1.1/geo/id/387b00909c2e7031.json', 'place_type': 'city', 'name': 'Granada', 'full_name': 'Granada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.699796, 37.135903], [-3.699796, 37.224915], [-3.496139, 37.224915], [-3.496139, 37.135903]]]}, 'attributes': {}}",pasas d mí pero no te pierdes ningún tweet o historia ajajajjsjsjs,Laura,España,Granada,"(-3.699796, 37.135903)",Andalucía,yes,['pasas'],297.0,69.3,0.5,2.46,0.0,6.5,['Frutas']
33,33,62,67,2019-04-11 09:18:51.000,1.1162693681853768e+18,1.1162693681853768e+18,es,"{'id': 'd250d8ed0e20d4c2', 'url': 'https://api.twitter.com/1.1/geo/id/d250d8ed0e20d4c2.json', 'place_type': 'city', 'name': 'Ciudad Real', 'full_name': 'Ciudad Real, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.091163, 38.840838], [-4.091163, 39.08114], [-3.86555, 39.08114], [-3.86555, 38.840838]]]}, 'attributes': {}}","Noticia: ""Sale a la luz la primera foto de mi hígado preparado para esta semana santa"" https://t.co/TDo1cWUcgX",Bycctorr,España,Ciudad Real,"(-4.091163, 38.840838)",Castilla la Mancha,yes,['hígado'],137.0,1.2,4.7,22.12,492.0,0.0,['Carnes']
34,34,63,68,2019-04-11 09:23:12.000,1.11627046359484e+18,1.11627046359484e+18,es,"{'id': '4ecb58704564d392', 'url': 'https://api.twitter.com/1.1/geo/id/4ecb58704564d392.json', 'place_type': 'city', 'name': 'Córdoba', 'full_name': 'Córdoba, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.9970099999999995, 37.664255], [-4.9970099999999995, 38.030946], [-4.351492, 38.030946], [-4.351492, 37.664255]]]}, 'attributes': {}}","Galletitas para Darío 🍪 
Pera 🍐
Nueces
Pasta de dátiles
Y avena,a ver si le gusta !!! 😋
#galletascaseras #blwmeals… https://t.co/PAi60MmQOl",Carmela,España,Córdoba,"(-4.9970099999999995, 37.664255)",Andalucía,yes,"['galletas', 'avena', 'Pasta', 'Nueces']",1731.0,181.35,94.21,47.01,80.17,23.59,"['Dulces', 'Cereales y derivados', 'Cereales y derivados', 'Frutos secos']"
