,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma,IsFood,Foods,Calorias,Hidratos de Carbono,Grasas,Proteinas,Colesterol,Fibra,Categorías
10,10,20,23,2019-04-16 02:56:00.000,1.1179849616325878e+18,1.1179849616325878e+18,es,"{'id': '00ab08eef1b62e92', 'url': 'https://api.twitter.com/1.1/geo/id/00ab08eef1b62e92.json', 'place_type': 'city', 'name': 'Las Palmas de Gran Canaria', 'full_name': 'Las Palmas de Gran Canaria, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-15.525504, 28.024813], [-15.525504, 28.181213], [-15.394194, 28.181213], [-15.394194, 28.024813]]]}, 'attributes': {}}",cenar mucho y una botella de vino han hecho que no pueda dormir NADA y esté viendo “las muñecas de la mafia” a las… https://t.co/90K1WkXVig,CRIS,España,Las Palmas de Gran Canaria,"(-15.525504, 28.024813)",Islas Canarias,yes,"['té', 'vino']",107.0,2.75,2.3654,1.93,7.0,0.0,"['Bebidas', 'Bebidas Alcoholicas']"
11,11,21,25,2019-04-16 03:18:07.000,1.1179905286232268e+18,1.1179905286232268e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, Espanya', 'country_code': 'ES', 'country': 'Espanya', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","@_Aitana_R @MaraPilarFernn3 Cony...
Es el ""padre de Mari-Luz""...
Que jo sapiga, no en té cap altre mérit...",Ra,Espanya,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['té'],36.0,2.45,2.3654,1.7,7.0,0.0,['Bebidas']
12,12,23,27,2019-04-16 03:45:51.000,1.1179975079787028e+18,1.1179975079787028e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","Buenos días ☀️☀️☀️
.
.
Tarta Tatin 🍏🍎🍏
.
.
#tarta #manzana #apple #🍎 #desayuno #desserts #fruits en Plaza Adriano https://t.co/eFWpJmeb4R",Rafa,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,"['tarta', 'manzana']",451.0,73.2,20.2,5.5,101.3,3.2,"['Dulces', 'Frutas']"
13,13,24,28,2019-04-16 03:47:18.000,1.1179978711467008e+18,1.1179978711467008e+18,es,"{'id': 'e853d0740c02be65', 'url': 'https://api.twitter.com/1.1/geo/id/e853d0740c02be65.json', 'place_type': 'city', 'name': 'Chiloeches', 'full_name': 'Chiloeches, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.242272, 40.516013], [-3.242272, 40.613897], [-3.141399, 40.613897], [-3.141399, 40.516013]]]}, 'attributes': {}}",@salvameoficial Si el MIGUEL  tiene toda la pinta  de que ba por la pasta porque  hay que tener estómago  para acos… https://t.co/I6iNAkmwPz,Esther,España,Chiloeches,"(-3.242272, 40.516013)",Castilla la Mancha,yes,['pasta'],252.0,47.44,2.26,9.35,30.0,4.58,['Cereales y derivados']
14,14,28,33,2019-04-16 04:13:52.000,1.1180045564142346e+18,1.1180045564142346e+18,es,"{'id': 'e853d0740c02be65', 'url': 'https://api.twitter.com/1.1/geo/id/e853d0740c02be65.json', 'place_type': 'city', 'name': 'Chiloeches', 'full_name': 'Chiloeches, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.242272, 40.516013], [-3.242272, 40.613897], [-3.141399, 40.613897], [-3.141399, 40.516013]]]}, 'attributes': {}}",@LauraGHRV Es buenísima en todo por eso  la tienen tanta  envidia el hernandez no la deja ni respirar es un cerdo,Esther,España,Chiloeches,"(-3.242272, 40.516013)",Castilla la Mancha,yes,['cerdo'],271.0,0.0,17.04,27.34,90.0,0.0,['Carnes']
15,15,30,35,2019-04-16 04:23:45.000,1.1180070435903776e+18,1.1180070435903776e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",Un hermoso pastel para celebrar la inauguración de pelutsbotiga ... delicioso bizcocho de vainilla relleno de dulce… https://t.co/QkBgEu9ben,Creaciones,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['vainilla'],53.0,12.7,0.06,0.06,0.0,0.0,['Hierbas y especias']
16,16,32,38,2019-04-16 04:43:08.000,1.1180119225095946e+18,1.1180119225095946e+18,es,"{'id': '867a5787c36d56e2', 'url': 'https://api.twitter.com/1.1/geo/id/867a5787c36d56e2.json', 'place_type': 'city', 'name': 'Torrejón de Velasco', 'full_name': 'Torrejón de Velasco, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.800849, 40.131973], [-3.800849, 40.21149], [-3.699743, 40.21149], [-3.699743, 40.131973]]]}, 'attributes': {}}",@SoyDeDerechas Solo espero que la cinta que levanta ese miserable estuviera bien untada con manteca de CERDO....,JOSE,España,Torrejón de Velasco,"(-3.800849, 40.131973)",Madrid,yes,['CERDO'],271.0,0.0,17.04,27.34,90.0,0.0,['Carnes']
17,17,33,39,2019-04-16 04:44:05.000,1.1180121618240512e+18,1.1180121618240512e+18,es,"{'id': '0ab1cfe1d3945a22', 'url': 'https://api.twitter.com/1.1/geo/id/0ab1cfe1d3945a22.json', 'place_type': 'city', 'name': 'Las Rozas de Madrid', 'full_name': 'Las Rozas de Madrid, España', 'country_code': 'ES', 'country': 'Espanya', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.94958, 40.475009], [-3.94958, 40.574489], [-3.83319, 40.574489], [-3.83319, 40.475009]]]}, 'attributes': {}}","@bigtimes2017 Por favor, ya estas tardando en meterla entre mis dos panes de hamburguesa.
La salsa toda dentro, aunque no importa si chorrea",Santiagus,Espanya,Las Rozas de Madrid,"(-3.94958, 40.475009)",Madrid,yes,"['salsa', 'hamburguesa']",609.4549999999998,57.02,41.24,26.69,77.06,5.239999999999998,"['Sopas', 'Comida rapida']"
18,18,34,41,2019-04-16 04:55:12.000,1.118014958783148e+18,1.118014958783148e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","@giovanicolella @MaryMachler Y si hay una caída en París con una caja de vino de 5 litros, muchísimo más. Los amo y los extraño. ❤",Emiro,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['vino'],71.0,0.3,0.0,0.23,0.0,0.0,['Bebidas Alcoholicas']
19,19,36,43,2019-04-16 05:07:36.000,1.1180180779234673e+18,1.1180180779234673e+18,es,"{'id': '81b394f2fd369fbd', 'url': 'https://api.twitter.com/1.1/geo/id/81b394f2fd369fbd.json', 'place_type': 'city', 'name': 'Torrent', 'full_name': 'Torrent, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.617084, 39.386959], [-0.617084, 39.449597], [-0.435364, 39.449597], [-0.435364, 39.386959]]]}, 'attributes': {}}",@alvarom Creo q toda la fonteta lo queríamos matar....... 0-11 y un poco pollo sin cabeza...y luego un máster de como jugar. #jaumemagic,des,España,Torrent,"(-0.617084, 39.386959)",Cataluña,yes,['pollo'],166.0,0.0,9.6,19.9,99.0,0.0,['Productos avicolas']
20,20,37,44,2019-04-16 05:09:23.000,1.1180185296667648e+18,1.1180185296667648e+18,es,"{'id': '1aa3e9b1e67ae102', 'url': 'https://api.twitter.com/1.1/geo/id/1aa3e9b1e67ae102.json', 'place_type': 'city', 'name': 'Parets del Vallès', 'full_name': 'Parets del Vallès, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.200695, 41.544686], [2.200695, 41.584184], [2.258736, 41.584184], [2.258736, 41.544686]]]}, 'attributes': {}}",las 7..me tomo un cafe y a empezar el dia la vd,saes,España,Parets del Vallès,"(2.200695, 41.544686)",Cataluña,yes,['cafe'],38.0,2.45,2.3654,1.7,8.0,0.0,['Bebidas']
21,21,38,45,2019-04-16 05:14:32.000,1.1180198250985348e+18,1.1180198250985348e+18,es,"{'id': '3afc29d1fe76301f', 'url': 'https://api.twitter.com/1.1/geo/id/3afc29d1fe76301f.json', 'place_type': 'city', 'name': 'Zaragoza', 'full_name': 'Zaragoza, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.174093, 41.451835], [-1.174093, 41.931438], [-0.680572, 41.931438], [-0.680572, 41.451835]]]}, 'attributes': {}}","Ajo y, agua.",Movidamadrid,España,Zaragoza,"(-1.174093, 41.451835)",Aragón,yes,['Ajo'],98.33,37.66,0.51,9.39,0.0,3.91,['Vegetales']
22,22,43,51,2019-04-16 05:21:28.000,1.1180215700170138e+18,1.1180215700170138e+18,es,"{'id': '39545f642085231f', 'url': 'https://api.twitter.com/1.1/geo/id/39545f642085231f.json', 'place_type': 'city', 'name': 'Valverde del Majano', 'full_name': 'Valverde del Majano, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.25646, 40.903538], [-4.25646, 40.983054], [-4.177064, 40.983054], [-4.177064, 40.903538]]]}, 'attributes': {}}","@Masbrujapiruja Jhajhajha Esq lo de que se te expote un grumito en la garganta lo llevo muy mal, por eso nesquik qu… https://t.co/SqWEm3W4Ti",L,España,Valverde del Majano,"(-4.25646, 40.903538)",Castilla y León,yes,['nesquik'],383.0,79.2,3.6,4.8,0.0,7.2,['Dulces']
23,23,47,55,2019-04-16 05:42:10.000,1.1180267787092337e+18,1.1180267787092337e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","@manuelansede @unchinodechina  la excusa... 
Eso sí, sieeeeeempre por encima, ahora se llama intelectualidad, como el aceite.",Julia,España,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['aceite'],442.0,0.0,100.0,0.0,0.0,0.0,['Grasas y aceites']
24,24,48,57,2019-04-16 05:51:02.000,1.1180290102090056e+18,1.1180290102090056e+18,es,"{'id': '5049c7f4a4d04b42', 'url': 'https://api.twitter.com/1.1/geo/id/5049c7f4a4d04b42.json', 'place_type': 'city', 'name': 'Humanes de Madrid', 'full_name': 'Humanes de Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.853574, 40.227078], [-3.853574, 40.277452], [-3.796185, 40.277452], [-3.796185, 40.227078]]]}, 'attributes': {}}",Saciar tus ganas de #pizza es posible. Con esta #oferta que tenemos disponible todos los #Martes lo harás a lo gran… https://t.co/FNnnEE1L7u,name,España,Humanes de Madrid,"(-3.853574, 40.227078)",Madrid,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida']
25,25,49,58,2019-04-16 05:52:32.000,1.1180293866184252e+18,1.1180293866184252e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, Espanya', 'country_code': 'ES', 'country': 'Espanya', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","Mireu-ho amb detall...
Xq el tema té tela marinera...",Lita,Espanya,Barcelona,"(2.052477, 41.317048)",Cataluña,yes,['té'],36.0,2.45,2.3654,1.7,7.0,0.0,['Bebidas']
26,26,52,61,2019-04-16 05:59:38.000,1.118031173912023e+18,1.118031173912023e+18,es,"{'id': 'e53c2426aa84b77d', 'url': 'https://api.twitter.com/1.1/geo/id/e53c2426aa84b77d.json', 'place_type': 'city', 'name': 'Camarena', 'full_name': 'Camarena, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.180759, 40.063892], [-4.180759, 40.152342], [-4.05262, 40.152342], [-4.05262, 40.063892]]]}, 'attributes': {}}","Según la traducción literal si la casa es donde está la #pizza, entonces #DarilosPizza #Camarena es vuestra casa, ¿… https://t.co/1dwccH6nSR",name,España,Camarena,"(-4.180759, 40.063892)",Castilla la Mancha,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida']
27,27,53,62,2019-04-16 06:01:52.000,1.1180317372154225e+18,1.1180317372154225e+18,es,"{'id': 'db3ae73fb88e93d8', 'url': 'https://api.twitter.com/1.1/geo/id/db3ae73fb88e93d8.json', 'place_type': 'city', 'name': 'Marbella', 'full_name': 'Marbella, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.014957, 36.459841], [-5.014957, 36.555149], [-4.730868, 36.555149], [-4.730868, 36.459841]]]}, 'attributes': {}}",@CorTikTak1 Caya k te como leche!!! 😂😂😂😂🤤🤤,Soy,España,Marbella,"(-5.014957, 36.459841)",Andalucía,yes,['leche'],65.0,4.7,3.8,3.06,14.0,0.0,['Productos lacteos']
28,28,54,63,2019-04-16 06:02:58.000,1.1180320145217946e+18,1.1180320145217946e+18,es,"{'id': '3d98efc4f8ec95ad', 'url': 'https://api.twitter.com/1.1/geo/id/3d98efc4f8ec95ad.json', 'place_type': 'city', 'name': 'Villanueva del Pardillo', 'full_name': 'Villanueva del Pardillo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.001289, 40.453431], [-4.001289, 40.518887], [-3.933517, 40.518887], [-3.933517, 40.453431]]]}, 'attributes': {}}","¡¡Damos la bienvenida al #Martes!!
Y para celebrarlo podéis conseguir vuestra #pizza favorita con un 50% de DESCUEN… https://t.co/23mGcc4I1C",name,España,Villanueva del Pardillo,"(-4.001289, 40.453431)",Madrid,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida']
29,29,55,64,2019-04-16 06:03:53.000,1.1180322439376404e+18,1.1180322439376404e+18,es,"{'id': '872a8a61ab0e311c', 'url': 'https://api.twitter.com/1.1/geo/id/872a8a61ab0e311c.json', 'place_type': 'city', 'name': 'Casarrubios del Monte', 'full_name': 'Casarrubios del Monte, España', 'country_code': 'ES', 'country': 'Spain', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.168056, 40.133132], [-4.168056, 40.266932], [-3.952836, 40.266932], [-3.952836, 40.133132]]]}, 'attributes': {}}",@iamcorzo Con un chorrito de vino tinto y unas rodajitas de limón queda brutalmente bueno,Love,Spain,Casarrubios del Monte,"(-4.168056, 40.133132)",Castilla la Mancha,yes,"['vino', 'vino tinto']",142.0,0.6,0.0,0.46,0.0,0.0,"['Bebidas Alcoholicas', 'Bebidas Alcoholicas']"
30,30,58,67,2019-04-16 06:10:56.000,1.11803401667704e+18,1.11803401667704e+18,es,"{'id': '989361a3d92da3b7', 'url': 'https://api.twitter.com/1.1/geo/id/989361a3d92da3b7.json', 'place_type': 'city', 'name': 'Seseña', 'full_name': 'Seseña, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.733956, 40.027326], [-3.733956, 40.143247], [-3.602538, 40.143247], [-3.602538, 40.027326]]]}, 'attributes': {}}","100% productos artesanos, posiblemente las pizzas más grandes de #ElQuiñón #Seseña #SeseñaNuevo y #Vallegrande… https://t.co/PsU8PDCPFr",name,España,Seseña,"(-3.733956, 40.027326)",Castilla la Mancha,yes,['pizza'],477.0,22.2,9.8,8.2,16.0,1.7,['Comida rapida']
31,31,59,68,2019-04-16 06:12:17.000,1.1180343587267953e+18,1.1180343587267953e+18,es,"{'id': '0c3315448244b340', 'url': 'https://api.twitter.com/1.1/geo/id/0c3315448244b340.json', 'place_type': 'city', 'name': 'Villafranca de los Barros', 'full_name': 'Villafranca de los Barros, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.393908, 38.509353], [-6.393908, 38.658778], [-6.290545, 38.658778], [-6.290545, 38.509353]]]}, 'attributes': {}}",Aquí puedes ver todo lo que tengo anunciado. Tablón de Anuncios de TOMAS GASPAR ROMERO https://t.co/Mf5iCQOn7V,TU,España,Villafranca de los Barros,"(-6.393908, 38.509353)",Extremadura,yes,['ROMERO'],345.0,46.4,15.2,5.0,0.0,24.1,['Hierbas y especias']
32,32,62,73,2019-04-16 06:21:30.000,1.1180366770821324e+18,1.1180366770821324e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",Goxeando Ternera marinada acompañada por ensalada con vinagreta de albahaca y limón y verduras de temporada   en Ho… https://t.co/QBMHRi83d6,Comer,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,"['Ternera', 'vinagre', 'albahaca']",404.0,21.1,15.41,44.3,107.0,40.5,"['Carnes', 'Salsas', 'Hierbas y especias']"
33,33,63,74,2019-04-16 06:26:36.000,1.1180379599226511e+18,1.1180379599226511e+18,es,"{'id': '89ee62e4c6700ce6', 'url': 'https://api.twitter.com/1.1/geo/id/89ee62e4c6700ce6.json', 'place_type': 'city', 'name': 'Espartinas', 'full_name': 'Espartinas, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.173902, 37.360802], [-6.173902, 37.414926], [-6.0828, 37.414926], [-6.0828, 37.360802]]]}, 'attributes': {}}","Pantalones con cinturilla elástica en talla única, en tejido de tela muy fresquitos y estilosos.

Color: Fresa 🍓 y… https://t.co/7Dpd68Kjab",PORTOBELLO,España,Espartinas,"(-6.173902, 37.360802)",Andalucía,yes,['Fresa'],36.0,14.0,0.5,0.7,0.0,2.2,['Frutas']
34,34,64,75,2019-04-16 06:27:37.000,1.1180382160939132e+18,1.1180382160939132e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",@Maria_Lawliet Dice : hamburguesa,Ana,España,Madrid,"(-3.889005, 40.312071)",Madrid,yes,['hamburguesa'],510.0,47.5,25.2,22.76,59.0,4.1,['Comida rapida']
